164,0.0314466
164,0.0786165
164,0.345912
164,0.393082
163.999,0.566038
163.998,0.754716
163.998,0.849055
163.997,0.974839
163.997,1.02201
163.997,1.06918
163.995,1.2893
163.995,1.33647
164.993,1.51862
164.991,1.70844
164.99,1.78753
164.989,1.9299
164.988,2.0248
164.985,2.24625
164.984,2.32534
164.982,2.4677
164.979,2.64169
164.977,2.73659
164.975,2.87894
164.973,2.95803
164.968,3.22691
164.968,3.27435
164.965,3.4167
164.961,3.59067
164.959,3.68556
164.956,3.81208
164.954,3.90697
164.947,4.17582
165.946,4.24885
165.941,4.42386
165.938,4.51932
165.936,4.61477
165.934,4.69431
165.932,4.74204
165.926,4.96476
165.924,5.01248
165.918,5.20337
165.913,5.37835
166.911,5.45875
165.91,5.47378
166.908,5.55477
166.898,5.82679
166.897,5.8588
166.89,6.0508
166.886,6.17881
166.882,6.27481
166.877,6.4188
166.874,6.49879
166.863,6.77076
166.861,6.81876
167.852,7.0527
167.848,7.13317
167.844,7.22972
167.84,7.32627
167.839,7.35845
167.828,7.59981
167.826,7.64808
167.824,7.68027
167.818,7.82507
167.809,8.00205
167.805,8.09858
167.8,8.19511
167.796,8.27554
167.794,8.32381
167.782,8.54902
167.78,8.59727
167.777,8.64553
167.77,8.7903
168.764,8.92352
168.756,9.06914
168.751,9.16621
168.736,9.44124
168.734,9.47359
168.723,9.66771
168.716,9.79712
168.71,9.89417
168.707,9.9427
168.702,10.0397
168.697,10.1206
169.683,10.3757
168.68,10.3955
168.677,10.4441
169.663,10.7011
169.658,10.7824
169.651,10.88
169.645,10.9776
169.643,11.0101
169.624,11.3028
169.622,11.3354
169.612,11.4817
169.6,11.6606
169.593,11.7582
169.586,11.8557
169.58,11.937
169.577,11.9858
169.557,12.2621
169.554,12.3109
170.54,12.5305
170.534,12.6122
170.523,12.7594
170.52,12.8084
170.516,12.8575
170.495,13.1354
170.492,13.1681
170.477,13.3642
170.467,13.495
170.459,13.593
170.455,13.642
170.447,13.7401
170.44,13.8218
170.436,13.8708
170.418,14.0996
170.414,14.1486
170.41,14.1976
170.397,14.3446
170.382,14.5243
170.378,14.5733
170.374,14.6223
170.367,14.704
170.358,14.802
170.354,14.851
171.341,15.0364
171.339,15.0693
171.321,15.2664
171.309,15.3978
171.301,15.4963
171.292,15.5949
171.284,15.677
171.28,15.7262
171.254,16.0054
171.249,16.0546
171.231,16.2516
171.218,16.383
171.209,16.4815
171.201,16.5635
171.191,16.662
171.186,16.7112
171.159,16.9902
172.149,17.1385
172.131,17.3201
172.116,17.4686
172.107,17.5511
172.097,17.6501
172.087,17.7491
172.082,17.7986
172.053,18.079
172.048,18.1285
172.044,18.1615
172.028,18.3099
172.012,18.4584
172.004,18.5408
171.993,18.6398
171.982,18.7387
171.973,18.8211
171.942,19.1014
171.937,19.1509
171.92,19.2992
171.905,19.4311
171.894,19.53
171.883,19.6288
171.873,19.7112
171.862,19.8101
171.83,20.0902
171.824,20.1396
171.808,20.2714
172.79,20.488
171.785,20.469
172.766,20.6867
172.762,20.7199
172.728,21.0014
172.722,21.0511
172.698,21.2498
172.681,21.3822
172.669,21.4816
172.656,21.5809
172.646,21.6637
172.64,21.7133
172.604,21.9947
172.598,22.0443
172.575,22.2263
172.555,22.3752
172.542,22.4745
172.532,22.5572
172.519,22.6564
172.512,22.706
172.475,22.9872
172.462,23.0864
173.435,23.3521
173.428,23.402
173.421,23.4519
173.415,23.5017
173.403,23.5849
173.39,23.6846
173.351,23.9672
173.344,24.017
173.319,24.1998
173.298,24.3494
173.291,24.3992
173.284,24.4491
173.279,24.4823
173.265,24.582
173.251,24.6816
173.21,24.964
174.193,25.1567
174.173,25.2903
174.159,25.3905
174.144,25.4907
174.132,25.5742
174.117,25.6743
174.083,25.908
174.075,25.9581
174.068,26.0082
174.048,26.1417
174.025,26.2918
174.01,26.3919
173.997,26.4753
