1394,1.47013
1393.97,9.48894
1393.89,17.3738
1391.77,25.3553
1385.59,33.6156
1385.38,41.4527
1387.12,49.4926
1386.79,57.8699
1388.44,65.8081
1388.04,73.7939
1385.6,81.6595
1383.09,89.7647
1386.54,98.0014
1387.95,106.128
1387.28,114.509
1382.63,122.003
1381.9,129.955
1383.12,138.1
1382.28,146.319
1381.41,154.268
1382.49,162.446
1379.51,170.415
1378.51,178.348
1377.46,186.275
1378.35,194.475
1379.15,202.956
1374,210.281
1349.74,222.755
793.027,164.948
793.988,170.078
794.95,175.073
795.88,180.084
798.887,184.875
1290.08,323.411
1290.13,331.324
1290.04,339.62
1290.03,347.432
1289.94,355.378
1287.88,362.792
1287.62,370.995
1287.38,378.96
1287.1,386.935
1284.77,394.579
1284.39,402.561
1285.75,411.531
1283.36,418.921
1284.76,427.436
1284.05,435.831
1283.41,443.864
1284.52,452.815
1281.9,460.196
1281.11,468.249
1280.18,476.554
1279.7,483.514
1278.77,491.585
1277.64,500.029
1276.65,507.987
1277.41,516.823
1276.12,525.29
1276.81,534.044
1277.25,543.312
1274.1,550.65
1272.74,558.774
1274.88,568.774
1280.69,580.225
1280.86,589.5
1272.18,603.34
1104.8,558.632
1083.13,557.097
1062.07,554.273
1041.18,551.018
1019.8,548.617
1002.58,546.813
983.557,544.05
964.14,541.913
947.104,539.531
931.706,538.238
914.221,536.47
899.086,534.565
884.055,532.42
868.467,531.121
853.344,528.981
840.124,527.5
826.395,526.756
813.168,525.149
800.091,523.25
784.846,520.942
771.877,518.754
757.157,515.528
748.694,517.259
747.796,522.059
746.414,527.506
743.432,538.547
768.227,562.256
763.373,565.475
756.907,567.458
751.434,571.386
746.44,574.623
739.967,576.449
733.331,578.431
728.484,581.322
723.572,584.246
716.933,586.075
712.065,588.846
706.962,591.852
700.493,593.324
697.126,597.277
695.016,602.787
691.538,606.775
689.414,612.203
688.857,618.832
689.545,627.018
691.876,636.324
694.556,645.21
692.353,650.498
686.962,653.289
679.62,655.174
678.031,659.69
672.101,662.885
668.085,666.933
667.633,673.031
663.75,676.86
664.022,684.975
658.555,687.466
655.965,692.695
654.501,699.565
647.818,700.32
641.079,701.083
636.833,704.942
630.171,705.55
613.177,704.536
607.223,722.784
599.076,737.298
1588.69,1986.96
1567.31,1983.51
1547.92,1983.48
1526.91,1979.53
1505.79,1975.56
1486.62,1975.03
1468.26,1973.78
1445.33,1970.83
1426.36,1969.8
1408.02,1968.21
1389.94,1966.35
1373.46,1968.15
1334.45,1985.17
1035.16,1569.34
1019.98,1586.39
1213.07,1949.38
1195.55,1946.1
1180.38,1945.99
1162.44,1942.79
1145.14,1939.11
1129.57,1938.97
1110.37,1936.21
1095.28,1935.6
1080.23,1934.88
1064.66,1934.36
1049.89,1933.32
1034.41,1932.58
1019.54,1931.42
1003.06,1926.51
989.581,1928.98
974.858,1927.5
956.247,1918.94
943.43,1920.82
928.879,1919.01
915.735,1920.89
901.269,1918.88
886.305,1917.03
872.131,1914.73
859.465,1916.07
846.262,1917.57
832.213,1914.98
819.059,1916.3
804.92,1913.6
789.493,1907.04
774.945,1904.36
762.491,1905.08
746.583,1902.77
733.821,1903.45
720.733,1902.03
708.535,1904.47
695.69,1902.81
682.029,1899.25
669.216,1899.56
657.153,1899.54
642.455,1894
629.655,1891.98
618.322,1893.61
605.655,1893.5
384.179,1277.48
375.694,1275.83
369.764,1283.81
363.458,1289.77
355.13,1290.01
348.868,1295.86
343.443,1305.58
336.545,1311.51
315.463,1324.96
399.583,1730.47
389.183,1730.78
378.461,1731.11
367.665,1729.35
357.213,1731.54
346.627,1729.61
335.908,1727.65
325.467,1729.64
315.678,1731.46
304.868,1731.36
294.903,1733.09
282.777,1733.08
272.037,1728.73
261.291,1728.36
251.632,1731.81
241.39,1731.25
231.095,1732.66
220.618,1729.99
210.421,1729.24
200.867,1732.39
190.181,1731.59
180.01,1730.66
170.413,1733.64
159.939,1734.64
149.786,1733.54
139.817,1732.37
129.351,1733.18
119.516,1735.89
109.695,1736.54
98.9763,1733.18
79.379,1738.19
37.9627,1157.38
31.1422,1151.58
24.5599,1153.74
17.8242,1161.86
11.1787,1165.95
5.50582,1171.99
-1.24022,1176
-8.03224,1179.97
-15.199,1191.9
-52.2197,1745.22
-62.6161,1740.87
-72.5458,1738.49
-82.4732,1740.05
-93.0883,1741.51
-102.986,1738.95
-112.821,1738.34
-122.96,1739.66
-133.618,1740.88
-143.63,1740.08
-153.822,1743.23
-164.349,1742.27
-174.568,1743.28
-184.847,1746.24
-195.168,1743.11
-205.192,1741.96
-214.194,1744.9
-224.228,1743.64
-234.886,1748.29
-245.442,1746.84
-255.197,1743.42
-265.355,1743.93
-276.509,1746.24
-287.198,1748.57
-297.084,1746.92
-318.022,1745.26
-1066.84,5252.76
-1087.22,5199.55
-1108,5146.07
-1144.5,5170.85
-1184.87,5210.99
-1216.32,5203.74
-1238.28,5165.66
-1256.52,5111.84
-1335.29,5050.46
-1413.88,5219.91
-1447.65,5227.24
-1473.34,5203.44
-1504.74,5194.44
-1536.37,5193.52
-1566.22,5184.59
-1605.45,5206.08
-1641.17,5211.7
-1673.57,5209.79
-1708.49,5215.29
-985.931,2858.76
-1007.16,2864.07
-1047.99,2874.95
-4037.28,10146.3
-1048.64,2501.06
-1071.57,2513.08
-5045.21,10976
-5137.43,11003.8
-5194.34,10799.8
-1326.85,2601.13
-1319.73,2550.82
-1313.94,2504.22
-1311.42,2464.84
-1307.05,2421.8
-1304.26,2377.78
-1300.43,2338.77
-1296.18,2299.89
-1304.95,2253.42
-1184.38,2013.49
-1137.09,1878.68
-1131.15,1844.83
-1135.6,1804.39
-1136.76,1760.96
-1136.26,1737.44
-1148.45,1734.21
-1165.09,1737.54
-1183.88,1744.16
-1198.93,1743.57
-1211.22,1739.92
-1227.96,1742.86
